Age,Gender,City,Device_Type,Payment_Method,Email,Test_Group,Campaign_Result
30,Female,Antalya,Tablet,Credit Card,terryjohnson@example.net,Test A,Success
42,Female,Bursa,Desktop,Bank Transfer,michaelreed@example.com,Test C,Failed
40,Female,Antalya,Tablet,Credit Card,elopez@example.com,Test A,Failed
35,Male,Izmir,Tablet,Credit Card,madelinerichards@example.org,Test A,Success
33,Male,Izmir,Tablet,Credit Card,david31@example.org,Test A,Success
33,Male,Konya,Desktop,Bank Transfer,fostermark@example.org,Test C,Failed
23,Female,Ankara,Mobile,Credit Card,harrisonbrian@example.net,Test B,Success
33,Male,Bursa,Desktop,Bank Transfer,richard47@example.com,Test C,Failed
26,Female,Ankara,Mobile,Digital Wallet,pricerachael@example.com,Test B,Success
41,Female,Bursa,Desktop,Bank Transfer,raymondwall@example.net,Test C,Failed
44,Male,Konya,Desktop,Bank Transfer,jonesgabrielle@example.net,Test C,Success
20,Female,Ankara,Mobile,Digital Wallet,zhahn@example.com,Test B,Success
20,Female,Ankara,Mobile,Credit Card,dominic96@example.com,Test B,Success
21,Female,Istanbul,Mobile,Credit Card,christopher45@example.net,Test B,Success
21,Female,Ankara,Mobile,Credit Card,hjackson@example.org,Test B,Failed
31,Female,Antalya,Mobile,Credit Card,adam58@example.net,Test A,Success
38,Female,Bursa,Desktop,Bank Transfer,luis43@example.com,Test C,Failed
40,Female,Antalya,Mobile,Credit Card,robertholloway@example.org,Test A,Success
21,Female,Istanbul,Mobile,Credit Card,jose49@example.org,Test B,Success
25,Female,Ankara,Mobile,Digital Wallet,kayleefuller@example.com,Test B,Failed
21,Female,Istanbul,Mobile,Digital Wallet,alexander40@example.net,Test B,Success
23,Female,Istanbul,Mobile,Credit Card,nicole28@example.com,Test B,Success
42,Male,Bursa,Desktop,Cash on Delivery,paultaylor@example.org,Test C,Failed
21,Female,Istanbul,Mobile,Digital Wallet,bclay@example.net,Test B,Success
43,Male,Bursa,Desktop,Bank Transfer,xdorsey@example.com,Test C,Failed
30,Female,Izmir,Tablet,Credit Card,christophersmith@example.net,Test A,Success
24,Female,Istanbul,Mobile,Digital Wallet,rodriguezamber@example.org,Test B,Success
29,Male,Antalya,Tablet,Credit Card,rickymarshall@example.net,Test A,Failed
24,Female,Ankara,Mobile,Digital Wallet,cgoodwin@example.com,Test B,Success
45,Female,Konya,Desktop,Bank Transfer,williamsrichard@example.org,Test C,Failed
29,Female,Izmir,Tablet,Credit Card,mbowman@example.com,Test A,Success
43,Male,Bursa,Desktop,Cash on Delivery,katelynfreeman@example.net,Test C,Failed
20,Female,Ankara,Mobile,Credit Card,johndunn@example.net,Test B,Success
24,Female,Istanbul,Mobile,Digital Wallet,sanchezcassie@example.net,Test B,Success
36,Male,Bursa,Desktop,Bank Transfer,warmstrong@example.net,Test C,Failed
38,Female,Izmir,Mobile,Credit Card,jessica27@example.org,Test A,Success
26,Female,Istanbul,Mobile,Credit Card,moniqueturner@example.net,Test B,Success
33,Female,Izmir,Mobile,Credit Card,gallaghersteven@example.org,Test A,Success
43,Female,Bursa,Desktop,Cash on Delivery,simpsonjeffery@example.com,Test C,Failed
21,Female,Istanbul,Mobile,Digital Wallet,debrabrown@example.org,Test B,Success
32,Female,Antalya,Mobile,Credit Card,christopherwood@example.net,Test A,Success
23,Female,Istanbul,Mobile,Credit Card,ltorres@example.com,Test B,Success
24,Female,Ankara,Mobile,Digital Wallet,diazashley@example.net,Test B,Failed
35,Female,Bursa,Desktop,Bank Transfer,diamondryan@example.org,Test C,Failed
45,Male,Konya,Desktop,Cash on Delivery,hollandjennifer@example.com,Test C,Failed
34,Female,Konya,Desktop,Bank Transfer,hsnyder@example.org,Test C,Failed
36,Female,Bursa,Desktop,Bank Transfer,mmcdaniel@example.net,Test C,Failed
24,Female,Istanbul,Mobile,Credit Card,crystal03@example.com,Test B,Success
36,Female,Bursa,Desktop,Bank Transfer,ydavis@example.net,Test C,Failed
35,Male,Konya,Desktop,Bank Transfer,dustinking@example.net,Test C,Failed
35,Female,Konya,Desktop,Cash on Delivery,taylor53@example.com,Test C,Success
22,Female,Ankara,Mobile,Credit Card,thomasmiles@example.org,Test B,Success
37,Female,Izmir,Mobile,Credit Card,lisabrewer@example.com,Test A,Failed
36,Female,Bursa,Desktop,Bank Transfer,yrodgers@example.org,Test C,Failed
37,Female,Antalya,Mobile,Credit Card,nwhite@example.net,Test A,Success
39,Female,Antalya,Tablet,Credit Card,john87@example.com,Test A,Success
30,Male,Antalya,Mobile,Credit Card,wagneranna@example.com,Test A,Success
20,Female,Ankara,Mobile,Credit Card,ibraun@example.org,Test B,Success
31,Female,Izmir,Mobile,Credit Card,lauren17@example.com,Test A,Success
42,Female,Konya,Desktop,Bank Transfer,patriciajohnson@example.net,Test C,Failed
38,Female,Bursa,Desktop,Cash on Delivery,hcoffey@example.net,Test C,Failed
43,Male,Bursa,Desktop,Cash on Delivery,tmartin@example.com,Test C,Failed
38,Male,Konya,Desktop,Cash on Delivery,nporter@example.org,Test C,Failed
33,Female,Izmir,Mobile,Credit Card,jonathanvalencia@example.org,Test A,Success
40,Female,Konya,Desktop,Cash on Delivery,zwong@example.org,Test C,Failed
37,Female,Konya,Desktop,Cash on Delivery,esmith@example.org,Test C,Failed
35,Male,Bursa,Desktop,Bank Transfer,boydmichelle@example.org,Test C,Failed
39,Male,Antalya,Mobile,Credit Card,susan85@example.com,Test A,Success
33,Female,Izmir,Tablet,Credit Card,owencarolyn@example.net,Test A,Success
43,Male,Konya,Desktop,Bank Transfer,morrisrobert@example.org,Test C,Failed
39,Male,Konya,Desktop,Cash on Delivery,zachary31@example.com,Test C,Failed
36,Male,Bursa,Desktop,Bank Transfer,bmcclure@example.net,Test C,Failed
22,Female,Ankara,Mobile,Digital Wallet,roberthanson@example.net,Test B,Success
36,Male,Bursa,Desktop,Bank Transfer,rnorman@example.org,Test C,Failed
24,Female,Istanbul,Mobile,Credit Card,robinsonelizabeth@example.com,Test B,Failed
21,Female,Istanbul,Mobile,Credit Card,wrightdanny@example.org,Test B,Failed
33,Male,Konya,Desktop,Cash on Delivery,olivercharlotte@example.net,Test C,Failed
20,Female,Ankara,Mobile,Digital Wallet,timothy41@example.com,Test B,Success
44,Male,Bursa,Desktop,Cash on Delivery,susanmccoy@example.org,Test C,Failed
21,Female,Istanbul,Mobile,Digital Wallet,kimberly21@example.com,Test B,Success
39,Male,Antalya,Mobile,Credit Card,edwardsbrian@example.org,Test A,Failed
20,Female,Istanbul,Mobile,Digital Wallet,richard39@example.com,Test B,Success
40,Male,Konya,Desktop,Cash on Delivery,fthompson@example.com,Test C,Failed
35,Male,Bursa,Desktop,Cash on Delivery,cody68@example.org,Test C,Failed
34,Female,Izmir,Tablet,Credit Card,amy93@example.net,Test A,Success
40,Male,Bursa,Desktop,Cash on Delivery,youngtyler@example.com,Test C,Failed
23,Female,Ankara,Mobile,Credit Card,toni08@example.net,Test B,Success
39,Male,Izmir,Tablet,Credit Card,jacqueline07@example.com,Test A,Success
25,Female,Ankara,Mobile,Credit Card,tibarra@example.net,Test B,Success
34,Female,Konya,Desktop,Cash on Delivery,eallen@example.org,Test C,Success
37,Female,Konya,Desktop,Bank Transfer,annette58@example.net,Test C,Failed
42,Female,Konya,Desktop,Bank Transfer,morrisonbradley@example.org,Test C,Failed
35,Female,Izmir,Tablet,Credit Card,fjohnson@example.com,Test A,Success
21,Female,Ankara,Mobile,Digital Wallet,bcraig@example.net,Test B,Success
37,Female,Antalya,Mobile,Credit Card,franklinsheila@example.net,Test A,Success
40,Female,Izmir,Mobile,Credit Card,jreid@example.org,Test A,Success
42,Female,Konya,Desktop,Bank Transfer,ghenderson@example.net,Test C,Failed
43,Male,Bursa,Desktop,Cash on Delivery,john87@example.com,Test C,Failed
34,Male,Bursa,Desktop,Bank Transfer,tlopez@example.com,Test C,Failed
35,Male,Bursa,Desktop,Cash on Delivery,nellis@example.org,Test C,Failed
40,Female,Izmir,Tablet,Credit Card,jamessweeney@example.net,Test A,Success
38,Female,Antalya,Mobile,Credit Card,qspears@example.com,Test A,Success
24,Female,Ankara,Mobile,Digital Wallet,mccoydonald@example.com,Test B,Success
20,Female,Istanbul,Mobile,Digital Wallet,manningjared@example.org,Test B,Success
20,Female,Istanbul,Mobile,Credit Card,ashley20@example.org,Test B,Success
24,Female,Ankara,Mobile,Credit Card,justin45@example.com,Test B,Success
41,Female,Bursa,Desktop,Bank Transfer,kwilcox@example.net,Test C,Failed
24,Female,Ankara,Mobile,Digital Wallet,ocampbell@example.org,Test B,Success
23,Female,Istanbul,Mobile,Digital Wallet,jasonjones@example.net,Test B,Success
44,Male,Konya,Desktop,Cash on Delivery,glennsloan@example.org,Test C,Failed
36,Male,Antalya,Tablet,Credit Card,bryantjoseph@example.com,Test A,Success
37,Female,Konya,Desktop,Cash on Delivery,wbarton@example.com,Test C,Failed
28,Male,Izmir,Tablet,Credit Card,jsantana@example.net,Test A,Success
20,Female,Ankara,Mobile,Digital Wallet,colin29@example.org,Test B,Success
34,Female,Konya,Desktop,Cash on Delivery,randerson@example.com,Test C,Failed
33,Male,Konya,Desktop,Cash on Delivery,blackamanda@example.org,Test C,Failed
24,Female,Ankara,Mobile,Digital Wallet,kimberlyparker@example.net,Test B,Success
31,Female,Izmir,Tablet,Credit Card,travispowell@example.com,Test A,Success
35,Male,Bursa,Desktop,Bank Transfer,smiller@example.net,Test C,Failed
33,Female,Izmir,Tablet,Credit Card,patriciaferguson@example.org,Test A,Success
23,Female,Istanbul,Mobile,Digital Wallet,smejia@example.org,Test B,Success
25,Female,Ankara,Mobile,Credit Card,umccullough@example.net,Test B,Success
24,Female,Ankara,Mobile,Digital Wallet,mayala@example.net,Test B,Success
24,Female,Istanbul,Mobile,Credit Card,smccarthy@example.net,Test B,Success
24,Female,Istanbul,Mobile,Credit Card,murphygabrielle@example.net,Test B,Failed
37,Female,Konya,Desktop,Cash on Delivery,reginaldmccarty@example.com,Test C,Failed
39,Female,Izmir,Tablet,Credit Card,cdorsey@example.org,Test A,Success
24,Female,Istanbul,Mobile,Digital Wallet,brenda64@example.net,Test B,Success
20,Female,Ankara,Mobile,Digital Wallet,crystalliu@example.com,Test B,Success
44,Male,Bursa,Desktop,Bank Transfer,jwhite@example.net,Test C,Failed
35,Female,Izmir,Mobile,Credit Card,jmoody@example.org,Test A,Success
41,Female,Bursa,Desktop,Bank Transfer,millerkylie@example.com,Test C,Success
24,Female,Ankara,Mobile,Credit Card,ericksonkrista@example.org,Test B,Success
44,Male,Bursa,Desktop,Bank Transfer,gary75@example.org,Test C,Failed
34,Female,Bursa,Desktop,Bank Transfer,ohall@example.org,Test C,Failed
20,Female,Ankara,Mobile,Digital Wallet,michael03@example.net,Test B,Success
38,Male,Antalya,Tablet,Credit Card,joshuacurry@example.com,Test A,Failed
20,Female,Ankara,Mobile,Credit Card,sandrews@example.net,Test B,Success
38,Male,Izmir,Mobile,Credit Card,elizabethanderson@example.org,Test A,Success
36,Female,Bursa,Desktop,Bank Transfer,ajones@example.com,Test C,Failed
30,Male,Izmir,Mobile,Credit Card,vrice@example.org,Test A,Success
21,Female,Istanbul,Mobile,Digital Wallet,vpotter@example.com,Test B,Success
34,Male,Antalya,Mobile,Credit Card,robert17@example.com,Test A,Success
31,Male,Antalya,Mobile,Credit Card,guy55@example.org,Test A,Success
40,Male,Bursa,Desktop,Bank Transfer,martinezmichael@example.org,Test C,Failed
23,Female,Istanbul,Mobile,Digital Wallet,uherrera@example.net,Test B,Success
30,Male,Antalya,Tablet,Credit Card,vglover@example.org,Test A,Success
24,Female,Istanbul,Mobile,Credit Card,julie13@example.com,Test B,Success
35,Male,Bursa,Desktop,Bank Transfer,amanda39@example.org,Test C,Failed
36,Female,Antalya,Mobile,Credit Card,andrewflowers@example.org,Test A,Success
39,Female,Bursa,Desktop,Cash on Delivery,adrian17@example.com,Test C,Failed
39,Male,Izmir,Mobile,Credit Card,joycecarly@example.org,Test A,Success
23,Female,Istanbul,Mobile,Credit Card,stevensfrancisco@example.org,Test B,Success
33,Female,Konya,Desktop,Cash on Delivery,lisascott@example.org,Test C,Failed
24,Female,Istanbul,Mobile,Credit Card,gillchristopher@example.net,Test B,Success
25,Female,Ankara,Mobile,Credit Card,caldwellkatelyn@example.net,Test B,Success
40,Female,Konya,Desktop,Bank Transfer,mavery@example.org,Test C,Failed
22,Female,Ankara,Mobile,Digital Wallet,sharondiaz@example.org,Test B,Success
37,Male,Konya,Desktop,Cash on Delivery,mallory32@example.net,Test C,Failed
22,Female,Ankara,Mobile,Credit Card,ryangriffin@example.org,Test B,Success
41,Female,Bursa,Desktop,Cash on Delivery,rodneyjones@example.net,Test C,Failed
22,Female,Istanbul,Mobile,Credit Card,christine77@example.net,Test B,Success
37,Female,Konya,Desktop,Bank Transfer,racheldavis@example.com,Test C,Failed
29,Female,Izmir,Tablet,Credit Card,gutierrezjoseph@example.net,Test A,Success
36,Male,Antalya,Mobile,Credit Card,sandrareynolds@example.net,Test A,Success
28,Male,Antalya,Tablet,Credit Card,sherry33@example.org,Test A,Success
20,Female,Istanbul,Mobile,Credit Card,otaylor@example.org,Test B,Success
25,Female,Ankara,Mobile,Credit Card,hwashington@example.com,Test B,Success
20,Female,Ankara,Mobile,Credit Card,kwalker@example.com,Test B,Success
24,Female,Ankara,Mobile,Digital Wallet,michaelmontgomery@example.com,Test B,Success
28,Female,Izmir,Tablet,Credit Card,brenda37@example.com,Test A,Success
38,Female,Konya,Desktop,Cash on Delivery,isosa@example.net,Test C,Failed
25,Female,Istanbul,Mobile,Digital Wallet,edwardmooney@example.net,Test B,Failed
20,Female,Istanbul,Mobile,Credit Card,samuelpena@example.net,Test B,Success
20,Female,Ankara,Mobile,Credit Card,yarmstrong@example.net,Test B,Failed
35,Male,Konya,Desktop,Bank Transfer,kennethjordan@example.net,Test C,Success
37,Male,Konya,Desktop,Bank Transfer,reginajohnson@example.net,Test C,Failed
28,Male,Izmir,Tablet,Credit Card,burtonmicheal@example.net,Test A,Success
23,Female,Istanbul,Mobile,Digital Wallet,taylor42@example.com,Test B,Success
36,Female,Bursa,Desktop,Cash on Delivery,kimberly36@example.org,Test C,Failed
41,Female,Bursa,Desktop,Bank Transfer,sweeneyjames@example.net,Test C,Failed
34,Male,Bursa,Desktop,Bank Transfer,pwilliams@example.org,Test C,Failed
39,Female,Bursa,Desktop,Bank Transfer,susan99@example.com,Test C,Failed
20,Female,Ankara,Mobile,Credit Card,gvilla@example.org,Test B,Success
22,Female,Istanbul,Mobile,Digital Wallet,joel72@example.org,Test B,Failed
23,Female,Istanbul,Mobile,Digital Wallet,wagnercory@example.net,Test B,Success
22,Female,Ankara,Mobile,Digital Wallet,anthonyjohnson@example.com,Test B,Success
37,Male,Antalya,Tablet,Credit Card,dawnshannon@example.net,Test A,Failed
30,Female,Antalya,Tablet,Credit Card,brucejohnson@example.org,Test A,Success
37,Female,Antalya,Tablet,Credit Card,barbara86@example.com,Test A,Failed
34,Female,Izmir,Tablet,Credit Card,tina61@example.org,Test A,Success
32,Female,Antalya,Tablet,Credit Card,vincent92@example.org,Test A,Failed
20,Female,Istanbul,Mobile,Digital Wallet,kcooper@example.com,Test B,Success
30,Male,Antalya,Tablet,Credit Card,johnsonshane@example.org,Test A,Failed
25,Female,Ankara,Mobile,Digital Wallet,mariakennedy@example.org,Test B,Success
22,Female,Ankara,Mobile,Credit Card,rickygonzales@example.org,Test B,Success
36,Male,Bursa,Desktop,Bank Transfer,troy60@example.net,Test C,Success
34,Female,Konya,Desktop,Bank Transfer,elizabeth45@example.org,Test C,Failed
39,Male,Bursa,Desktop,Bank Transfer,brian60@example.net,Test C,Failed
35,Female,Izmir,Tablet,Credit Card,christinahernandez@example.com,Test A,Success
39,Female,Antalya,Mobile,Credit Card,epope@example.com,Test A,Failed
33,Male,Konya,Desktop,Cash on Delivery,dgreen@example.com,Test C,Failed
20,Female,Istanbul,Mobile,Digital Wallet,mullinskatherine@example.com,Test B,Success
22,Female,Ankara,Mobile,Digital Wallet,brenda64@example.net,Test B,Success
26,Female,Ankara,Mobile,Credit Card,stevensoncheryl@example.net,Test B,Failed
42,Female,Bursa,Desktop,Cash on Delivery,dennis80@example.org,Test C,Failed
39,Male,Bursa,Desktop,Bank Transfer,chasethomas@example.com,Test C,Failed
20,Female,Istanbul,Mobile,Digital Wallet,medinabradley@example.org,Test B,Success
33,Female,Bursa,Desktop,Cash on Delivery,ecarroll@example.org,Test C,Failed
34,Female,Izmir,Tablet,Credit Card,stevengreene@example.com,Test A,Success
39,Female,Izmir,Mobile,Credit Card,zhernandez@example.com,Test A,Success
25,Female,Istanbul,Mobile,Credit Card,jeffreyharrison@example.com,Test B,Success
25,Female,Istanbul,Mobile,Digital Wallet,kennethjordan@example.net,Test B,Success
21,Female,Istanbul,Mobile,Credit Card,kimberlymoore@example.org,Test B,Success
22,Female,Ankara,Mobile,Credit Card,todd29@example.com,Test B,Success
32,Female,Antalya,Tablet,Credit Card,jeffreyfuller@example.net,Test A,Success
26,Female,Ankara,Mobile,Credit Card,cherylcarter@example.org,Test B,Failed
22,Female,Istanbul,Mobile,Digital Wallet,michael69@example.net,Test B,Success
21,Female,Ankara,Mobile,Credit Card,moodymichael@example.org,Test B,Success
37,Female,Izmir,Tablet,Credit Card,qbowman@example.org,Test A,Failed
35,Male,Bursa,Desktop,Cash on Delivery,craigmelissa@example.com,Test C,Failed
23,Female,Istanbul,Mobile,Digital Wallet,sheilanolan@example.com,Test B,Success
36,Female,Antalya,Tablet,Credit Card,robert85@example.org,Test A,Failed
33,Female,Konya,Desktop,Cash on Delivery,adiaz@example.org,Test C,Failed
34,Female,Antalya,Mobile,Credit Card,kevin01@example.com,Test A,Success
35,Female,Konya,Desktop,Cash on Delivery,bradley00@example.org,Test C,Failed
23,Female,Istanbul,Mobile,Credit Card,lorisummers@example.com,Test B,Success
44,Female,Bursa,Desktop,Cash on Delivery,stephanie18@example.com,Test C,Failed
24,Female,Ankara,Mobile,Credit Card,melissa37@example.net,Test B,Success
36,Female,Bursa,Desktop,Cash on Delivery,qmartinez@example.org,Test C,Failed
43,Female,Bursa,Desktop,Bank Transfer,ydaniel@example.com,Test C,Success
22,Female,Ankara,Mobile,Credit Card,ebrown@example.net,Test B,Success
45,Male,Bursa,Desktop,Bank Transfer,johnmiller@example.net,Test C,Failed
21,Female,Istanbul,Mobile,Digital Wallet,frank00@example.net,Test B,Success
23,Female,Ankara,Mobile,Digital Wallet,prestonsamuel@example.com,Test B,Failed
38,Female,Izmir,Mobile,Credit Card,kevin58@example.com,Test A,Success
32,Female,Izmir,Mobile,Credit Card,tiffany73@example.org,Test A,Success
25,Female,Ankara,Mobile,Credit Card,xwilliams@example.org,Test B,Success
45,Male,Konya,Desktop,Cash on Delivery,jessica54@example.org,Test C,Failed
24,Female,Istanbul,Mobile,Digital Wallet,melissa70@example.org,Test B,Success
